index,tweet,tweettype
40745,@johncmayer or lester....pitcher for the red sox,sadness
40746,"@stevelensink thanks stephen, appreciate it",joy
40747,@nickNOTLIVE  eat something!,neutral
40748,@JustinofG4P i hope you feel better,sadness
40749,@wlauw  yea dongggg,neutral
40750,@pinksage &quot;Thank god you didn't go gay until after you had me...&quot;,neutral
40751,"After the sketchy moments at A mtn, the friends and I moved up the trail and sat at the end of the road, just talking and being silly",joy
40752,@krystynchong that's part of what I've been working on...use the AppStore on the phone  - there's a whole other piece of the puzzle,joy
40753,Burp the Frog  http://is.gd/rae9,neutral
40754,Having dinner at Jiuliani's with family YUM!!!,joy
40755,@hollywills   hi holly  i'll volunteer to try it out first for u! hope ur having a fab weekend xoxox...,neutral
40756,"This wraps it up. Well, again a lesson that you shouldn't take nude photos of yourself when you're famous. Or maybe you really should!",sadness
40757,@claudia215 I'm now a member of the street!!,neutral
40758,"@LoN_Colossus Lol, cheers 'mate'. Yeah it went well thanks",surprise
40759,My lovely husband made me breakfast in bed this morning. Who says chivalry is dead?,love
40760,@reags_ that's why twitter rocks!,love
40761,Driving home after an ok night  Iwish,neutral
40762,@aNDeeDrummer yeah   when he goes there he always brings us these things. + he just let me last something called &quot;bird milk&quot; and it,joy
40763,but worth it i spose,joy
40764,"jfc, it needs to be the 23rd. i will have been graduated, and i ended up getting AWESOME hook-ups for FTSK and Rocket. so excited!",surprise
40765,@itsAnnaFriel Hey Anna.I bet you look so cute when ur blushing,love
40766,@Sissillie i honestly hope the theatre gets hit by a meteor before you get there,anger
40767,Oowweee!!! China club wuz poppin!!! Lipstic n Pumps were in full effect!,joy
40768,Tonight was fu,enthusiasm
40769,"@rebelraising Yeah, that lying in bed thing's a bugger for blocking creativity  Worse if you're pinned down by a pet cat, apparently...",sadness
40770,@johncmayer maybe she's funny like a jester,joy
40771,@Tittch The sweet Swiss Toblerone does his best to come soon and meet fabulous Rita in Chichester,neutral
40772,@bgbrwneyesNY hm... i don't I can recommend any white chocolates though.. you have to move to the 'dark' side first..,sadness
40773,Playing &quot;The Simpsons Game&quot; for Nitentdo DS Light *_*,enthusiasm
40774,"Mmmm, shower.",surprise
40775,I'm sure all you people with hangovers will be glad to know I'm hangover free  @fjkeogh hope you're not too fragile this morning!,joy
40776,@dxpsycho Thanks amigo!,sadness
40777,",:Mother, Happy Mother's Day.... and to all Mom's there......  God Bless yhaw all... ?",sadness
40778,@Alexa_13 You are,neutral
40779,happy mothers day,joy
40780,happy mothers day to all mummmyyysss out there,neutral
40781,"@typezero3 Hehe...until it comes back, your FB friends get a Twitter respite huh? JK!",joy
40782,Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,surprise
40783,just noticed that two of the top ten topics on Twitter right now is &quot;Star Trek&quot; and &quot;Spock.&quot;   That is so cool!    I am in love with both!,love
40784,Going to Leeds,neutral
40785,Ill catch you at the very last second,love
40786,"damn - Apple store is down for updates... what's coming, I wonder?",sadness
40787,"@TySeale Mark Twain quote is spot on, my cat is a bugger when it comes to crime! Handy at times",neutral
40788,@AshleighGrace93 morning ashleighhh  x,neutral
40789,"@beckystarzmcfly  Yes, you should go see Star Trek!  It's sooooo much fun!",neutral
40790,"@mcrmy_lisa ...one online? Yeah, me",sadness
40791,"@djcmc carls jr sounds hella good, you should bring me some  http://myloc.me/G3o",joy
40792,Mana - Everything they've ever made since 1986,sadness
40793,@TeresaHonoursMC goodmorning/night to you too! sleep well,neutral
40794,: So wonderful to spend Mother's Day with my mum.,love
40795,@JamFactory Andy of Crazy Label has found me a Vimto droplet! Yay!,relief
40796,"@MelanieFinance thanks, I found it already",surprise
40797,"Watching Nemecek go on her computer, fun!  Lol I keed!  Norms was fu",joy
40798,@badands cupcake!!  you can call me anything but &quot;bitch&quot; i suppose..and even then under certain circumstances....,anger
40799,@wethedan http://twitpic.com/3pb8j - hahahahahahaha why have i never seen this pic?!?!?!?! lmao!! hey look too cute,love
40800,you know you love your mom when you stay up this late just to wrap her gifts (which look glorious) &amp; hand-make a card.. happy mothers day,love
40801,"@MaxizPad hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence",joy
40802,Went to the hawksmoor last night and probably had the best  steak I've ever had,love
40803,@divadivachrissy lol wat u making me come all da way overr there for?v,joy
40804,"@HayleyxWilliams Hey, I love freakin love you",love
40805,@MA12CUS - You can do yiiiit!  Night,enthusiasm
40806,had an awesome day at the zoo yes2dy!!!!! now gettin ready 4 church  yay!!!,joy
40807,@BJoie It's my theme song ya know  lol...,sadness
40808,mum just made me cry coz she said something so sweet to me  i love her so much! MUMS ARE THE BEST!,love
40809,just got home. Yay!  Hi guys! http://plurk.com/p/svdpu,love
40810,"As old as the answer to the ultimate question of life, the universe &amp; everything. That's 42, for all the non-Hitchikers Guide fans",neutral
40811,@Ivy_Blue - the chauffeur from &quot;Some Kind of Wonderful&quot; was my idea of a perfect wom,joy
40812,OK YALL ITS TIME FOR ME TO GO TO MY ROOM &amp; CUDDLE WIT SASHA LOL SEE YALL LATER ALLIGATORS! HAPPY MOTHERS DAY TO DA MOMS &amp; MOMS 2 BE,joy
40813,@Hyperopia Hi Ok i hope its head comes out of the clouds for you&gt; i love Meadowbank shopping center,neutral
40814,"@Jennettemccurdy http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! Wish her a happy mother's day!",joy
40815,@JordansUKgirl jonathan tweeted a happy mothers day  but that is all..lots from dave @retrorewind though,love
40816,@ForsakenDAemon Hooray!,joy
40817,"and she was all like &quot;dude. I care about you.&quot; and it made me smile  yea that teaches me not to drive on E, lol",enthusiasm
40818,@isacullen  yay thanku! *hugs*,love
40819,@meanpower si de cand ai twtad?,love
40820,"@niksterz  Get Up, You are NOT old!  What did you do?! =O",surprise
40821,@yan_ming @affascinare me is gg for summer sch though.. not attachment... yan can go see the blog. check my msn or ask kinny,sadness
40822,@utjenn  Do u mean ur tired because u have 2 go 2 work or u got ur Wii 2 work &amp; now ur tired?,neutral
40823,@jigang Was pawing thru Elle &amp; saw you innit!,neutral
40824,@janice7092001  I know  lol . I'll grin and bear it,joy
40825,totally addicted to xbox carcassonne.  i also really love tomb raider legend.  and still badly NEED bolt.,enthusiasm
40826,ofcourse they start fightin aight the party buts its cool theyu held it down now im chillin with my home girl  HAPPY MOTHERS DAY,love
40827,I'll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches scree,joy
40828,@DonnieWahlberg Ready and waiting Donnie   We love you too,love
40829,@lostintheforest thanks!  Remember the SAE for the we make stuff too,joy
40830,What a fun night,love
40831,@cow_grrrl   You have the sweetest children.  You are obviously a great mom. I loved reading your blog w/ their msgs to you.  Kudos.,love
40832,To Lisa: Yes I know who ur talking about and yes he is an ass. Dont let him get to ya...you have a great thing going with this chris,surprise
40833,@RetroRewind How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it's over..LOL..thanks!,love
40834,"@KiwiLucy ahhh ;) I know who wins the entire thing, I TRY to avoid these things but it never works",sadness
40835,"@lrpw1302 hey ty for tip, wifi networking is one if my many talents  I'll get on it when I can be bothered LOL",joy
40836,"Oh, Happy Mother's Day in those countries where that's what day it is. Mother's Day was March 22nd here",neutral
40837,says again.. happy mothers day to all your moms  http://plurk.com/p/svdsh,love
40838,Here again  how are u all??,love
40839,"@cathjenkin hehe  with milky white skin, dressed in silver spider's silk, with a crown of snowflakes ...",love
40840,"Fantastic weekend - hairdressers, stylish luncheons &amp; a Fabulous girlie night with wine, cheeses &amp; chocolates...And dancing till morning",joy
40841,@johncmayer if ur as awesome as i think u are u would sooo write me back  a lil something   &lt;--- crossing fingers,sadness
40842,@selenagomez Hi Selena i made this team to support you in Greece and Cyprus,neutral
40843,"so now that I have a whole 20 followers, 5 of them actual people, I don't know what to write in here anymore",sadness
40844,@sanjana_58 great.. My best wishes for great future of the site..,surprise
40845,@missxtatti Thanks for adding me,joy
40846,@racemode lol.. who know the president could be a comedian?,joy
40847,i love my mommy,love
40848,made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to @householdhacker,neutral
40849,"@Shouq So you have to call the Customer Care .. or try to enter any wrong pw and see the result , is it &quot;invalid user name or password&quot; ?",neutral
40850,HAPPY MOTHERS DAY MOM!,love
40851,"thx for all the nice &quot;it's going to be alright&quot; mails ... and yes, of course you can leave a comment on my blog ! cheers, i ll be napping",love
40852,Happy Mums Day This is Nelly's shout out   http://skitch.com/t/tac,surprise
40853,@johncmayer Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,sadness
40854,@JPMizDELiCiOUS Good to hear..!,relief
40855,@caarooliineex3 I love the guy that was standing behind me,love
40856,@Curren$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,sadness
40857,@ThatSillyLily haha i only love you too sissy!!!!!  ring power! lol,love
40858,@fashion_retweet I do my best - that's why running skirts are on the scene as well,enthusiasm
40859,"@juiceegapeach it's called dirt, go take a shower! jk",neutral
40860,@tommmlives i think you should follow me. as i only have on follower. stalk me please,enthusiasm
40861,@azharusman Walaikum assalam...  Alhamdulillah... I'm in Chicago the w'end of May 29th... Are you there? Would be nice to meat... Duas!,sadness
40862,@drumzonly yay. das tut trotzdem weh.,sadness
40863,"@titletrakk gee, thanks",neutral
40864,@eckastatic sure I would like some cream right now,enthusiasm
40865,@AubreyODay wut u want a shot of ma?,surprise
40866,"Porridge with nutmeg, rasberries and honey  mmmm",love
40867,"@MichelleZen i knew that, jus givin u a hard time hehe",joy
40868,@Suzyqbee10 that'd be awesome!!! I don't think i've ever been blogged about!!!,joy
40869,@Muzzzza rat run steve irwin way to avoid long delays on bruce highway,neutral
40870,Yay me! I did good on my com final  I needa step up next semester forsure tho. No more distractions.,joy
40871,@TheRealIngrosso is nto milk deffo!,joy
40872,I am listening to the music of Super Juniors of Korea. I so like the way they sing and dance. I hope someday i can meet them.,enthusiasm
40873,About to make shit happen  *Pu+ !+ 0n M3*,sadness
40874,@yomissb no problemo!!! Family Guy is on there too,neutral
40875,catching up on my reading... twitter n BF break,joy
40876,Having fries plus greentea. Mmm  - http://tweet.sg,neutral
40877,@augustine25 TY my friend. Yes ur right.... a daughter is a daughter forever.,joy
40878,@Kirsty_H_99 LOL - Hiya - alls good  Ben has a superb day yesterday by the looks of it - well chuffed,surprise
40879,"@dotmanish dude, i pestered army personnel at Mumbai airport to let me hold it so much that they had to *request* me to leave",joy
40880,nice baked spaggetti for family &amp; not out to grandparents house!,love
40881,@kaleidoscopeFTW But he got to do it with Effy!,sadness
40882,made breakfast today......Happy mother's day ..,neutral
40883,@SashaGrey http://twitpic.com/4wixz - Your such an interesting girl. So much potential in so many ways.,love
40884,white-water rafting in the tripics,enthusiasm
40885,"Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but helloooo nurse! He's dreeaamy  Yup, my crushed spirit is on the mend.",joy
40886,using my twitter account,neutral
40887,"@fuzzyorange i thought people only went to hounslow when they'd gone the wrong way, didn't know there was anything there",relief
40888,@kathyIreland super stressful day &amp; can't sleep...glad I found you your so sweet to take the time to make strangers feel good.,sadness
40889,@JonathanRKnight @jorddanknight Happy Mother's day to your Mum,love
40890,@SoTravelNow Hey - Thank you!x and You're Welcome! Must say - I love to travel and where are you at the moment?!x,sadness
40891,big hair rock day today me thinks  here I go again to start xxxxx ? http://blip.fm/~5z4p7,sadness
40892,@Reptar01 alives.... Less highness feeling.... Sometimes I hate that feelings.... Talking about an exhusband as if he's dead is funny,anger
40893,@glennlunder Yep. Wasn't that much to play with though. Just install and voilï¿½! It works  But you need a fast connection...,neutral
40894,I will not be late.  I will not be late.  I will not be late.,relief
40895,uploaded a new song to the Tellmetwice myspace today by DOLLAROSA &gt;&gt; please come listen  http://bit.ly/JAE1v,relief
40896,Happy Mother's Day!  http://tinyurl.com/re74xc,love
40897,@xCarCrashHearts ironclad determination?,enthusiasm
40898,@JessicaBooth LOL @ozdj said to look out for you - but I was in canberra -,sadness
40899,happy mothers day to all..,love
40900,Yeah Yeah Yeahs - Softshock,neutral
40901,is seventeen today  and is trekking from chorleywood to see @dannymcfly @tommcfly @dougiemcfly and @mcflyharry in cambridge  &lt;3,enthusiasm
40902,Winding Down for the night. Rode the duc home from a B.B.Q. at my pops house. Time to pass out as soon as the adrenaline wears off!!!,neutral
40903,Love my mommy happy mothers day,love
40904,@mom2twnsn2000  you should enter the giveaway then!!!! who couldn't use $25...I know I could,neutral
40905,Beer pong and dubstep. Good nite,joy
40906,I really need to turn my swag off it's 3:30 time for bed!,sadness
40907,@demiswissfan thanks  lyxxx,joy
40908,@wicked12 Have a good night and thanks,neutral
40909,@johncmayer ur really the sweetest person ever! thanks for making everyone's dreams come true..(p.s) my dream is for u 2twitter me back  x,love
40910,loving my new tv,love
40911,"#SanctuarySunday @Fredto it's our mission to make #Sanctuary a trending topic for the day, lots of people on board for it...join i",enthusiasm
40912,"trying to do a blend. i know, i suck at them but there's no harm in trying.",sadness
40913,so i guess we r sleepin over.,neutral
40914,www.youtube.com/user/sammyandchellishow          videos will be up soo,neutral
40915,is new to twitter.... needs some studying here,neutral
40916,@markman641 HAPPY MOTHERS DAY MARK,joy
40917,@TferThomas  We are both following and I don't think I have seen him online lol,sadness
40918,"@LindaLocke My daughter went to a Bday party today caled, &quot;Grace&quot; of Cakes...the little girl is named Grace &amp; they made cupcakes!",enthusiasm
40919,@nataschaartworx Thanks,neutral
40920,"@rossianson invite sent   You can now invite more collabs too, pass the word around",joy
40921,is home whoott. Happy Mother's Day Madre,neutral
40922,@aami1982 probably a bit short on the rude words and I bet it was on time,neutral
40923,Crap i'm gonna miss the grand prix.I'm going to have to try and sneak back to the room,sadness
40924,@sm bacoor  wahaha may wifi toinks new hair wiih short.. short.. http://plurk.com/p/sveoi,neutral
40925,mothers day at the spit was awesome!!!!!!!  listening to Paranoid by The Jonas Brothers!!!!!!!!!,love
40926,Didn't make to my cousin's yacht convention. Hope he doesn't get upset. And hope he won.,sadness
40927,i think they play michael buble in Heaven. He's that great.,neutral
40928,Morniiing twitter  eating cereales and watching BLG dvd like every sunday morning ^^ï¿½,joy
40929,"@AubreyODay Just got kicked out the club, bout to try to get into another, Lmao! Shot of Patron on you?! Haha.",enthusiasm
40930,@RobertKazinsky Congratulations on the award - totally deserved,love
40931,@JessMcFlyxxx that would be an idea  haha xx,joy
40932,@JodieGiese yeah- there was definitely a pillow fight.,neutral
40933,@sanjana_58 I also like 'Aasman ke paar shaayad',love
40934,"Repeat final seconds of Game 3 Dal-Den please! DAMN THOSE OFFICIALS. :| Anyway, happy mothers day.",love
40935,"@curioustwibbit Makes sense, I'd totally show off a girlfriend by asking her to wear her high school prom dress",neutral
40936,kellie: Its a major problem okay. alex: what is? Kellie: hahahahahahahaa your face,enthusiasm
40937,@AnnoyingTweeple You having fun LOL? hehe,sadness
40938,@drjoesDIYhealth weekend is going great  Yours?,joy
40939,@JonathanRKnight @jordanknight Happy Mother's Day to your Mum,love
40940,"Yaaaaaaay, bday!",joy
40941,@scattyjan All the best with the Cup Final today. Have fu,joy
40942,Happy Mommy's  Day to all you moms,joy
40943,yay  my 'only on sundays' maid came!! the house will be clean again!!!,joy
40944,"@themishi Wanna come to Mifune tomorrow? Impromptu #Tweetup , 11am",surprise
40945,"@Health4UandPets Hi Lisa, you have the most BEAUTIFUL pups! HAPPY MOTHERS DAY!2 Raven, Rio&amp; Thors WONDERFUR mama!!  *kittykisses*",love
40946,wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,joy
40947,Sitting down for a nice English breakfast. The one meal they do right,relief
40948,@xsub1 Was at Ruby Skye last night as well! Superb set by Steve. The last hour was loaded with Thrillseekers material old and new,joy
40949,@jeninamaree has just voted for you. hope you win!,joy
40950,"Still feeling tired, tink will go take a nap again n wake up durin dinner time.",sadness
40951,oh what a night love me some aces,love
40952,Downtown was fun tonight  The walk back to the car was rediculous lol,joy
40953,@light_bikes sounds good to me  hahah,joy
40954,@maxcarver Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,joy
40955,@petrilude &quot;Shaking My Fucking Head&quot; or &quot;So Much Fucking Homework&quot; according to Urban dictionary,neutral
40956,I feel I owe it to @tinaarena to listen to her new albums (everything released after 'Chains') since she was nice to me on Twitter!!,neutral
40957,@YvetteCYL Awwww so sweet of him.,enthusiasm
40958,Good night everyone...... Time to go mimmiz......,joy
40959,wonder what white supremists have to say about this  I abhor racists. http://bit.ly/Rd31F,anger
40960,"Back from cycling 20 miles on virtually traffic free roads,the sun almost shining,new PB great start to the day",love
40961,COTTIN WITH EMILYYYYYYYY,neutral
40962,"#SanctuarySunday @Sus555 thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",neutral
40963,@CherryBear so go back for more,neutral
40964,wishes happy mothers' day to all moms out there.,love
40965,Ok I am going to sleep for real now good night twitter land,relief
40966,170th update,neutral
40967,@kkindlen and @MandaBown thanks  hoping its just allergies and not a nasty flu!,love
40968,@aewang he didn't know there was going to be a test,neutral
40969,@Vocalyz Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis,joy
40970,"in case you missed it on my fb status: looking for maui hotel recommendations. yes, maui!",neutral
40971,"@VeritasUnae hahahaha. im listening to my iTunes library, a bit of Sonia Dada atm,  ITs good",neutral
40972,@just_another_1 yeh I can't even imagine.... good luck to them,love
40973,This weekend has been probably the best and there is still another day to go!!,joy
40974,@camilleisleta My wand? It's a black hawthorn wand with a core of kraken heartstrings.  You?,neutral
40975,"going out with my tita gi, sister and my beloved lola! Were going to treat her for dinner! Wohoo... So excited and hungry...",sadness
40976,Wedding anniversary meal yest. - first 5* proper meal out with wife since Rohan born. She did well and only checked her phone 80 times,sadness
40977,#Happy Mother's Day euch alle,sadness
40978,Pizza and gelato at Newport with hubby and boys,neutral
40979,"Off to mass, Happy Mum's day to your mums",love
40980,"@hilaryjp  I've already done my washing, I have a spring in my step this morning",relief
40981,@iJanette http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O,neutral
40982,"@TheFuzzyBlueOne me? A doctor? *laughs* oh, no, no, no. I was @dr_crane's patient at Arkham Aslyum, but now I work for him",joy
40983,"Happy sunday, beautiful day in London... off to meet Chergo for breakfast  xx",joy
40984,It's the final count down to bigger hair people   ? http://blip.fm/~5z4uq,surprise
40985,@icemist @sankeertanan Have fun! Wish your mums a happy mother's day for us!,love
40986,@Hyperopia That's gorgeous. I'll check out your new pics!,sadness
40987,@roe4ever1 Happy Mother's Day ~ Did you watch SNL?  If not U missed a hoot with Jimmy Fallo,enthusiasm
40988,Bout to hit the sack...got shit to do tomorrow. Happy mothers day MOM!,sadness
40989,"aaauuuggghhh! in n out, check! mcdonald's, check! haha, next is hot cheetos!",joy
40990,"Oh, these are all from www.overheardinlondon.co.uk The others were from the New York version.",neutral
40991,OMG 17 again... I'm so buying that on DVD   Yeahness for another good movie  Also thanks to my movie buddies :],joy
40992,good mornig to everone... it's a great morning ...in the evening i play in the theatre in lord of the flies. it's so much fun!,enthusiasm
40993,"Pizza arrived but driver didn't have change for a $50, guess thats why they deliver Pizza, too stupid to give change. Still got Pizz",surprise
40994,@bryybryyy is a lumberjack  http://twitpic.com/4wqe8,joy
40995,(@amandastorlie) Shut up and put your money where your mouth is thats what you get for waking up in vegas,anger
40996,Happy mother's day to my sweet mum,love
40997,@duangkeo eat (cup)cake,neutral
40998,"@home last night after long drive, slept really well, now time for dino's wasstraat",neutral
40999,happy birthday to me!!,love
41000,"Wow, a calm evening",neutral
41001,@geishadoll you're welcome Chic,love
41002,"I am in a middle of a industrial estate in pirate ffancy dress,ready to do a 7 mile walk",surprise
41003,@talkaboutluck oh haha thanks again! that's something new!,surprise
41004,i need to make more of an effort to meet some of my best online friends like @aryanmaine  &lt;3 but damn the money it costs D:,sadness
41005,"@wolfkitten Should be drank with sugar and milk, not coffee. You have coffee on my brain.",neutral
41006,@pennydog seen him! he's beautiful,neutral
41007,"@zoriancrx It's the &quot;Vampire tarot of the eternal night&quot;, Lo Scarabeo, going to be released sometime this autumn  Cool, huh?",love
41008,Just going to shower. Brb in 10 mins or so,neutral
41009,@ScylisSynaptic NO WAY MAN! i like 21 year olds,surprise
41010,"One gear, baby!!!",joy
41011,"Goodnight twitterworld. I'll tweet y'all later.  Goodnight, J.",joy
41012,@bella_b I met @jonbreisnes at EPIC - he said you were at SS Coffee... I thought he just meant sitting there drinking a lot of coffee,neutral
41013,@typezero3 thanks! Slooooow hehe but I'm stoked  hope you're having a good weekend!,joy
41014,"@johncmayer esther rhymes with: investor, tester, jester, pester, polyester, semester, sylvester, requester... just to name a few",sadness
41015,@Rove1974 looking forward to the show tonight. Can't wait for ol mate @DHughsey to,joy
41016,"Sheena Othman Happy Mother's Day to all mothers in the world......  I'm yet to experience the joy of being a m.. 31: Sorry, but you ha ...",sadness
41017,"@steve_w_a cool, looking forward to it now",love
41018,Good morning! I'm just woke up it's Mother's Day,neutral
41019,wow! party! my new life! it is awesome! no more girlfriends they just create tons of drama! babes at a party is the way to go!  just w ...,joy
41020,Happy Mothers Day,love
41021,@dom_dollaz Yay...you like CT. People always tryna shit on it when they've never even been there.,anger
41022,Watchin' JONAS,surprise
41023,@demiswissfan awesome  thats what im likewith the song paranoid. its stuck in my head! and i love it  lol xxxx,love
41024,? listening No Doubt ï¿½  &quot; It's My Life &quot; 59 listeners&lt;&lt; ohh yeahhh thanks   ? http://blip.fm/~5z4v,enthusiasm
41025,"Justin Timberlake totally rocked SNL tonight. Ooh, and Happy Mother's Day, another Hallmark mkting tool.",joy
41026,"@Holly59 you certainly can, and good morning to you",love
41027,@Albz86  oh man i wanna be in the bay asap! Thank you   Have a great day!,joy
41028,"had a great night last night, and happy mothers day to every mother in the world",neutral
41029,@iamsemmi Im Drinking Right Now  Hot Tea and Honey!... Take care u too,relief
41030,i love my mummy,love
41031,@NaiZhao the pictures tells me me that u were surrounded by adorable children!  hehe,joy
41032,"Sitting in mels house, just finished eating mcdicks, laughing at all the dumb stuff I said tonight!! Ready for bed? I think so",love
41033,rblpnBro @dhair Not quite where I need to be here ... sad but true. Soon however all will be WELL  6wks ? http://blip.fm/~5z4ve,sadness
41034,"Shooould be sleeping already, but got caught up watching some late night 'Roseanne'. Officially off to bed after the next episode!",sadness
41035,@Geetwity (RE:&quot;your joint w/ @Traxamillion408 is crazy!!&quot;) Thx    Hey Trax heard a 49er rear ended you??,surprise
41036,@thegrates My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni,neutral
41037,@Carolina_G  ur a poopy head,anger
41038,k ladies and gents...time for us to go ni ni...trishy and i will tweet at you lata...peace,neutral
41039,@melidm luv the vid!! can't wait to hear it live on summer tour  luv how d always shows is drawers and nice moves by joe mac..,love
41040,"@trswift yep, meeeee  I'm awesome hahahh",joy
41041,@LadyLogan Thats awesome!!  Good idea!!,joy
41042,"@Ali_Sweeney - Happy Mother's Day, Ali  I hope you have a great day today! Hugs and kisses from The Netherlands xoxox",love
41043,@rudygossin Salut  alors le mariage? ^^,neutral
41044,@micahrowland Step by step. I'll work on the cheesecake after I master the quiche.,neutral
41045,@xanister I'm glad you liked it though,relief
41046,@JessMcFlyxxx yeaahh; punch her!  haha. xx,enthusiasm
41047,"happy mothers day, love u mom",love
41048,@RastaBeanZ yes sir i sure did.,surprise
41049,Today I wrote two songs (one for temple which I will probably never perform ever) and one for mothers day. Happy vesak everyone  rena xoxo,sadness
41050,is TATTEDDDDD!!!!!!!!!!!!!,neutral
41051,Photo: hannahisdead: omg i wanna read Pride and prejudice and zombies fuckyeah zombies  http://tumblr.com/xol1qyw8v,neutral
41052,"On a boat. On the way out to Norrï¿½ra. Gonna chill for a while, Party tonight!",joy
41053,@gonzalolopez thnx a lot for the recommendation dude,neutral
41054,@lis0r i love electro house,love
41055,"googled mothers day, PHEW, US &amp; UK have different dates! Learn something new every day",surprise
41056,Getting ready for our annual old boys hockey competition  let's bring down the students!,enthusiasm
41057,wants to wish all the moms out there (and moms-to-be) a very happy Mother's Day!,love
41058,"already knows 3 dishes: Torta, Hotdog, &amp; Itlog. Hurrah for me!",love
41059,"wow this morning 8.15 hrs ding dong breakfastservice, was a surprise of Marjoleine, Guido and Dirk for mothersday.Mother hapy, father too",surprise
41060,http://twitpic.com/4wqfv - dark berry mocha frapp.. heaven.. TRY IT EVERYONE!!  here.. let me pass it to you,enthusiasm
41061,why wouldn't I?,sadness
41062,Prom is so over rated!! Irritated... Going to bed goodnight,neutral
41063,@NovaWildstar Erm yeah watch as it sways and collapses into the river below lol.  Next time you are here we shall have to drag you there,sadness
41064,time to bed now!!,relief
41065,"Off to Saigon in the morning, n Hanoi from there.....",neutral
41066,@mwakeham oh ok cool will get back to you on that,surprise
41067,"finally tommorow is monday.. and the last day of school.. gonna miss them all,  preparing for holiday. i prefer go to bali yeaaay",sadness
41068,"@VeritasUnae Ahh that's fun  I had work last night, a party after, went to the movies today to see Wolverine. Was a good weekend",joy
41069,listenin do da beach girl5 on itunes,joy
41070,@xoxmillyxox 26th February,neutral
41071,@jasonperryrock Is you cat clean again?  Hope so ;) Xx,joy
41072,i am outta here... see you guys later (or tomorrow)... happy mom's day again!,love
41073,"@MariahCarey MC, happy mother's day to your mom ;).. love yah",love
41074,I think I might fall in love with jihoon in boys over flower.,love
41075,@baggers haha yeah it was,joy
41076,"@DawnofOURnight Um yeah ... role model for your peers you may not be.   But, I know you will be for your little one, so chin up.",neutral
41077,@XKookie03 whyyyy hellloooo! Thx 4 checkin up on me  how r things? http://myloc.me/G4p,joy
41078,@sageeb finally -- someone recognizes my genius,relief
41079,1:36 AM screw it im going to bed... one love,neutral
41080,"too much good food on this Mother's Day. not that i'm complaining! Seafood, durian puffs and macarons! yum!",joy
41081,And thanks for the gorgeous flowers.,love
41082,@CynthiaBuroughs I will - but you will never know it's me,neutral
41083,"@Suzyqbee10  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!",love
41084,Ahhh mothers day  My first one YAY!!!,love
41085,@Pimplepopper: Where did you get a copy? I wanna watch that also.,joy
41086,It's agreed if i find out who this girl was I'll punch her from everybody  xxx,anger
41087,Toasted blueberry and White chocolate scone the breakfast of champions,neutral
41088,HAPPY MOTHERSDAY TO ALL MOTHERS!!!!...and to mine  I LOVE YOUUUUUU,joy
41089,@ohaiijess it would be cool if they had people make videos of themselves miming the song and make one big video  so EVERYONE can be in it.,enthusiasm
41090,"2,697 views on my FLickr Account.. Maybe is not much for you...  but I'm happy  ... YAY http://www.flickr.com/photos/bonassin/",sadness
41091,@annadwan90 excellent good to see,joy
41092,@johncmayer what about name Jana? there you've got lots of options..,enthusiasm
41093,2am feedings for the baby are fun when he is all smiles and coos,joy
41094,Happy Christmas! No wait... What is it again happy M...........easels day. No but seriously.... Happy Mothers day...  lmao,joy
41095,"Might buy some iPod apps later, hmmm...",neutral
41096,"@nicolerichie Happy mother's day! Hope you have a great one with Harlow, your mom and those you love  You're such an awesome mommy! ^^",love
41097,@alexeiv tell his people to contact my people,neutral
41098,"@smileindenial you're so much fun  Star Trek soon, ok? ;)",enthusiasm
41099,Gossip girl &amp; pizza on the way = thank you to my lil babe,love
41100,@G_E LOL yeah I had a few slices of cheddar cheese b4 sleeping.,love
41101,wishes a Happy Mother's Day to all mothers! Especially her own.  http://plurk.com/p/svg9d,neutral
41102,@spmwinkel Didn't realize you were that young! Advanced Happy Birthday Stefan. MTFBWY... Always!,surprise
41103,I had a small tweetbreak from twitter I think I needed it,neutral
41104,@soaps3 Knighty Knight,neutral
